# Found 1672 good books out of 10806 checked
# book_id,title,author,tokens
30720,Happy Days for Boys and Girls,Various,11077
12304,Nancy: A Novel,Rhoda Broughton,11074
42910,The Mystery of Mary Stuart,Andrew Lang,11071
12455,Legends of the Middle Ages,H. A. Guerber,11065
14461,Letters on Demonology and Witchcraft,Walter Scott,11061
10927,Tulitikkuja lainaamassa,Maiju Lassila,11061
34620,Mémoires du maréchal Marmont; duc de Raguse (9/9),duc de Raguse Auguste Frédéric Louis Viesse de Marmont,11056
12341,Against the Grain,J.-K. Huysmans,11055
44168,Storia delle repubbliche italiane dei secoli di mezzo; v. 11 (of 16),J.-C.-L. Simonde de Sismondi,11051
41774,Pincher Martin; O.D.: A Story of the Inner Life of the Royal Navy,H. Taprell Dorling,11050
30548,The Shores of the Adriatic,F. Hamilton Jackson,11049
30756,The Stones of Venice; Volume 3 (of 3),John Ruskin,11046
14154,The Tale of Terror: A Study of the Gothic Romance,Edith Birkhead,11035
2088,Life and Letters of Charles Darwin — Volume 2,Charles Darwin,11035
2083,In Search of the Castaways; Or; The Children of Captain Grant,Jules Verne,11032
11117,The Atlantic Monthly; Volume 07; No. 40; February; 1861,Various,11031
42846,Storia della Guerra della Independenza degli Stati Uniti di America; vol. 1,Carlo Botta,11031
40718,Atlantic Narratives: Modern Short Stories; Second Series,Mary Antin,11029
34240,Nevermore,Rolf Boldrewood,11029
32373,The Golden Treasury,Unknown Author,11029
30190,Around the World with Josiah Allen's Wife,Marietta Holley,11020
30213,Algo de todo,Juan Valera,11019
32786,Legends of Florence: Collected from the People; First Series,Charles Godfrey Leland,11016
43798,Haaksirikkoiset,Kyösti Wilkuna,11015
41489,One of Clive's Heroes: A Story of the Fight for India,Unknown Author,11014
30200,Ancient and Modern Celebrated Freethinkers,Charles Bradlaugh,11013
44900,The Life of Sir John Falstaff,Robert B. Brough,11012
2803,The Rise of David Levinsky,Abraham Cahan,11012
41569,Jerusalem Explored; Volume 1—Text,Ermete Pierotti,11010
11873,A Holiday in the Happy Valley with Pen and Pencil,T. R. Swinburne,11006
425,Familiar Studies of Men and Books,Robert Louis Stevenson,11006
44960,Angélique de Mackau; Marquise de Bombelles; et la Cour de Madame Élisabeth,comte Maurice Fleury,11001
13655,Lippincott's Magazine of Popular Literature and Science; Volume 17; No. 099; March; 1876,Various,11000
11159,The Atlantic Monthly; Volume 10; No. 62; December; 1862,Various,11000
31946,Lippincott's Magazine of Popular Literature and Science; Volume 20; September; 1877.,Various,10997
13478,Zézette : moeurs foraines,Oscar Méténier,10996
1235,Captain Fracasse,Théophile Gautier,10995
43221,The Ceramic Art,Jennie J. Young,10995
23953,Souvenirs d'un sexagénaire; Tome II,A.-V. Arnault,10993
13440,Lippincott's Magazine of Popular Literature and Science; Volume 15; No. 85; January; 1875,Various,10993
31754,Devil Stories: An Anthology,Unknown Author,10990
33451,The Atlantic Monthly; Volume 20; No. 119; September; 1867,Various,10988
514,Little Women,Louisa May Alcott,10986
14847,Veden päällä liikkuva kaupunki,Jules Verne,10982
2184,Unbeaten Tracks in Japan,Isabella L. Bird,10979
40012,Ein Buch; das gern ein Volksbuch werden möchte,Marie von Ebner-Eschenbach,10978
11625,The Wrong Twin,Harry Leon Wilson,10977
44163,London in the Sixties (with a few digressions),Unknown Author,10977
24851,Lippincott's Magazine of Popular Literature and Science; Vol. 26; August; 1880,Various,10969
30157,The Atlantic Monthly; Volume 15; No. 88; February; 1865,Various,10968
43705,Excursions in the mountains of Ronda and Granada; with characteristic sketches of the inhabitants of southern Spain; vol. 2/2,C. Rochfort‏ Scott,10960
34123,Familiar Letters of John Adams and His Wife Abigail Adams During the Revolution,John Adams,10957
10095,The Twilight of the Gods; and Other Tales,Richard Garnett,10955
20160,A History of American Christianity,Leonard Woolsey Bacon,10955
11719,Kincaid's Battery,George Washington Cable,10955
12525,Narrative of the Voyage of H.M.S. Rattlesnake; Commanded By the Late Captain Owen Stanley; R.N.; F.R.S. Etc. During the Years 1846-1850. — Volume 2,John MacGillivray,10950
43823,L'oeuvre du divin Arétin; première partie,Pietro Aretino,10950
44376,The Knights Templars,C. G. Addison,10949
44747,The Red and the Black: A Chronicle of 1830,Stendhal,10946
2401,The Memoirs of General Baron de Marbot,baron de Jean-Baptiste-Antoine-Marcelin Marbot,10939
42489,Die Luftschiffahrt der Gegenwart,Hermann Hoernes,10939
10149,Home as Found,James Fenimore Cooper,10933
44776,Adventures of the Ojibbeway and Ioway Indians in England; France; and Belgium; Vol. 1 (of 2),George Catlin,10933
24982,The Continental Monthly; Vol. 3; No. 1 January 1863,Various,10933
43745,With the World's Great Travellers; Volume 4,Unknown Author,10930
153,Jude the Obscure,Thomas Hardy,10929
12478,Books and Characters; French & English,Lytton Strachey,10928
44827,Under the Witches' Moon: A Romantic Tale of Mediaeval Rome,Nathan Gallizier,10928
40397,Blackwood's Edinburgh Magazine; Volume 65; No. 403; May; 1849,Various,10926
21273,The Atlantic Monthly; Volume 2; No. 14; December 1858,Various,10923
43672,The Expositor's Bible: The Book of Isaiah; Volume 2 (of 2),George Adam Smith,10921
34370,Ephemera Critica; Or; Plain Truths About Current Literature,John Churton Collins,10919
24550,The Rise of Canada; from Barbarism to Wealth and Civilisation. Volume 1,Charles Roger,10919
34736,True Christianity,Johann Arndt,10917
33420,The Expositor's Bible: The Book of Exodus,G. A. Chadwick,10915
42082,History of Ancient Art,Franz von Reber,10913
30281,Die Räuberbande,Leonhard Frank,10913
31086,"And they thought we wouldn't fight",Floyd Phillips Gibbons,10912
2056,The Life of William Carey; Shoemaker & Missionary,George Smith,10910
11230,Macmillan's Reading Books. Book V,Anonymous,10906
13636,Lippincott's Magazine of Popular Literature and Science; Volume 11; No. 23; February; 1873,Various,10902
30862,The Atlantic Monthly; Volume 15; No. 91; May; 1865,Various,10898
13837,Correspondance; 1812-1876 — Tome 2,George Sand,10891
11157,The Atlantic Monthly; Volume 08; No. 46; August; 1861,Various,10889
30949,Anselme Adorne; Sire de Corthuy; Pèlerin De Terre-Sainte,Edmond De La Coste,10887
10764,Lettres écrites d'Égypte et de Nubie en 1828 et 1829,Jean-François Champollion,10886
44103,The Expositor's Bible: The Book of Daniel,F. W. Farrar,10883
44727,Wanderings in Corsica: Its History and Its Heroes. Vol. 1 of 2,Ferdinand Gregorovius,10880
21262,The Works of Christopher Marlowe; Vol. 3 (of 3),Christopher Marlowe,10880
42081,The Diary of John Evelyn (Volume 2 of 2),John Evelyn,10877
40021,The History of Chivalry; Or; Knighthood and Its Times; Volume 1 (of 2),Charles Mills,10869
14324,Lippincott's Magazine of Popular Literature and Science; Volume 15; No. 88; April; 1875,Various,10868
10938,The Headsman; Or; The Abbaye des Vignerons,James Fenimore Cooper,10863
20521,The New York Times Current History; A Monthly Magazine,Various,10863
10797,The Wits and Beaux of Society. Volume 2,Mrs. A. T. Thomson,10860
10626,The Atlantic Monthly; Volume 02; No. 10; August; 1858,Various,10860
22329,A Daughter of the Middle Border,Hamlin Garland,10857
44646,Memoirs of the Duchesse de Dino (Afterwards Duchesse de Talleyrand et de Sagan); 1836-1840,duchesse de Dorothée Dino,10854
2872,The Variation of Animals and Plants under Domestication — Volume 2,Charles Darwin,10849
41516,Club Life of London; Vol. 2 (of 2),John Timbs,10844
31439,Weird Tales; Vol. 2 (of 2),E. T. A. Hoffmann,10842
703,Lucasta,Richard Lovelace,10841
12367,Le péché de Monsieur Antoine; Tome 1,George Sand,10839
13727,Les Pardaillan — Tome 06 : Les amours du Chico,Michel Zévaco,10836
11229,The Purple Cloud,M. P. Shiel,10834
12882,Minstrelsy of the Scottish Border; Volume 2 (of 3),Walter Scott,10834
40398,The Turn of the Balance,Unknown Author,10834
12527,Kimono,John Paris,10832
40902,Histoire amoureuse des Gaules; suivie des Romans historico-satiriques du XVIIe siècle; Tome IV,comte de Roger de Rabutin Bussy,10829
43877,The Life of Galileo Galilei; with Illustrations of the Advancement of Experimental Philosophy,John Elliot Drinkwater Bethune,10828
44958,Les quatre livres de philosophie morale et politique de la Chine,Confucius,10827
22048,Napoléon Le Petit,Victor Hugo,10826
12785,The Atlantic Monthly; Volume 11; No. 64; February; 1863,Various,10826
20639,La gran rivale,Luigi Gualdo,10825
42645,The Expositor's Bible: The Epistle to the Galatians,George G. Findlay,10823
14806,La Jangada: Huit cent lieues sur l'Amazone,Jules Verne,10822
41435,British Secret Service During the Great War,Nicholas Everitt,10821
12700,Ralph Waldo Emerson,Oliver Wendell Holmes,10812
44364,Storia delle repubbliche italiane dei secoli di mezzo; v. 15 (of 16),J.-C.-L. Simonde de Sismondi,10812
32418,Oriental Women,Edward B. Pollard,10806
41479,Current History; Vol. VIII; No. 3; June 1918,Various,10795
43681,The Popular Religion and Folk-Lore of Northern India; Vol. 1 (of 2),William Crooke,10794
44190,Boys of the Light Brigade: A Story of Spain and the Peninsular War,Unknown Author,10794
422,The Romany Rye,George Borrow,10792
13094,Heart of the West [Annotated],O. Henry,10789
43617,The Memoirs of Harriette Wilson; Volumes One and Two,Harriette Wilson,10787
2578,The French Revolution - Volume 1,Hippolyte Taine,10787
1334,Paul Kelver,Jerome K. Jerome,10785
11158,The Atlantic Monthly; Volume 10; No. 61; November; 1862,Various,10782
2622,The Home Book of Verse — Volume 4,Burton Egbert Stevenson,10782
40840,Ten Years Among the Mail Bags,James Holbrook,10777
12959,Newton Forster,Frederick Marryat,10773
40413,Voyages loin de ma chambre t.1,Noémie Dondel Du Faouëdic,10770
24596,History of the Thirty-Ninth Congress of the United States,William Horatio Barnes,10769
41652,The Wages of Virtue,Unknown Author,10764
11678,La belle Gabrielle — Tome 2,Auguste Maquet,10763
23727,The Lost Girl,D. H. Lawrence,10756
13363,The Parish Clerk,P. H. Ditchfield,10755
14172,Willis the Pilot : A Sequel to the Swiss Family Robinson,Adrien Paul,10753
14768,La Parada,Joaquín Ruyra,10749
14739,The Altar Steps,Compton MacKenzie,10749
20899,The Continental Monthly ; Vol. 2 No. 5;  November 1862,Various,10749
34317,Caribbee,Thomas Hoover,10745
44490,Northern Spain,Edgar Thomas Ainger Wigram,10741
22749,From Edinburgh to India & Burmah,W. G. Burn Murdoch,10739
1694,Our Legal Heritage: The First Thousand Years: 600 - 1600,S. A. Reilly,10739
10336,A Select Collection of Old English Plays; Volume 07,Unknown Author,10734
30582,Atar-Gull; Un Corsaire; Le Parisien en Mer; Voyages et Aventures sur Mer de Narcisse Gelin.,Eugène Sue,10728
32356,Roman Women,Alfred Brittain,10728
31930,The Song of the Wolf,Frank Mayer,10723
34577,Έργα Ποιήματα - Πεζά Τόμος Δεύτερος,Kostas Krystalles,10721
11068,The Spirit of the Age; Or; Contemporary Portraits,William Hazlitt,10720
21200,The Letters of Cicero; Volume 1,Marcus Tullius Cicero,10720
24636,Picounoc le maudit,Pamphile Lemay,10719
1356,The Cruise of the "Cachalot" Round the World After Sperm Whales,Frank Thomas Bullen,10718
10315,The Persian Literature; Comprising The Shah Nameh; The Rubaiyat; The Divan; and The Gulistan; Volume 1,Firdawsi,10715
14333,Lippincott's Magazine of Popular Literature and Science; Volume 17; No. 102; June; 1876,Various,10714
20829,Souvenirs de voyage,Mercier-Thoinnet,10711
21282,Tradiciones peruanas,Ricardo Palma,10709
42017,Tom Burnaby: A Story of Uganda and the Great Congo Forest,Unknown Author,10709
33009,The Atlantic Monthly; Volume 16; No. 98; December; 1865,Various,10706
40580,A General History of the Pyrates,Daniel Defoe,10704
1559,A Distinguished Provincial at Paris,Honoré de Balzac,10703
12353,The Making of Religion,Andrew Lang,10702
10434,Wyandotté; Or; The Hutted Knoll: A Tale,James Fenimore Cooper,10701
20885,The Promised Land,Mary Antin,10692
32728,The English in the West Indies; Or; The Bow of Ulysses,James Anthony Froude,10691
42200,The Shadow of Ashlydyat,Mrs. Henry Wood,10691
21557,Newton Forster; Or; The Merchant Service,Frederick Marryat,10688
30590,The Greville Memoirs; Part 1 (of 3); Volume 2 (of 3),Charles Greville,10688
12471,What I Remember; Volume 2,Thomas Adolphus Trollope,10684
2519,A Popular Account of Dr. Livingstone's Expedition to the Zambesi and Its Tributaries,David Livingstone,10683
23743,The Atlantic Monthly; Volume 18; No. 107; September; 1866,Various,10683
11675,Vanishing Roads and Other Essays,Richard Le Gallienne,10681
12845,The World's Greatest Books — Volume 12 — Modern History,Unknown Author,10680
10606,The Tragedie of Hamlet; Prince of Denmark,William Shakespeare,10679
13738,The Last Shot,Frederick Palmer,10674
12372,The Atlantic Monthly; Volume 01; No. 06; April; 1858,Various,10671
32727,Women of Modern France (Illustrated),Hugo P. Thieme,10669
40600,Over the Border: A Novel,Unknown Author,10661
14717,Twelve Men,Theodore Dreiser,10654
21240,The Lone Ranche,Mayne Reid,10651
14558,Darwinism (1889),Alfred Russel Wallace,10648
13115,Anahuac : or; Mexico and the Mexicans; Ancient and Modern,Edward B. Tylor,10644
41546,Curiosities of Olden Times,S. Baring-Gould,10630
2505,The Heir of Redclyffe,Charlotte M. Yonge,10621
11579,Scott's Last Expedition; Volume I,Robert Falcon Scott,10619
24739,Bidwell's Travels; from Wall Street to London Prison: Fifteen Years in Solitude,Austin Bidwell,10618
34172,Peter's Rock in Mohammed's Flood; from St. Gregory the Great to St. Leo III,T. W. Allies,10617
41139,The Drunkard,Guy Thorne,10613
1713,Lincoln; An Account of his Personal Life; Especially of its Springs of Action as Revealed and Deepened by the Ordeal of War,Nathaniel W. Stephenson,10611
2665,The Professor at the Breakfast-Table,Oliver Wendell Holmes,10609
40482,The Meaning of Faith,Harry Emerson Fosdick,10608
22024,L'olmo e l'edera,Anton Giulio Barrili,10607
14397,Le roman de Miraut - Chien de chasse,Louis Pergaud,10603
41373,Secret History of the English Occupation of Egypt,Wilfrid Scawen Blunt,10600
13271,Rides on Railways,Samuel Sidney,10599
40994,Zoraida: A Romance of the Harem and the Great Sahara,William Le Queux,10595
12950,L'Immortel,Alphonse Daudet,10593
12074,Letters of Horace Walpole — Volume II,Horace Walpole,10592
21982,The Violin,George Hart,10590
12200,Delsarte System of Oratory,Delaumosne,10584
11488,The Poetical Works of John Dryden; Volume 1,John Dryden,10583
12698,Stuk,Herman Bang,10582
1879,Royalty Restored; Or; London Under Charles II,J. Fitzgerald Molloy,10579
2148,The Works of Edgar Allan Poe — Volume 2,Edgar Allan Poe,10576
13084,Back to Methuselah: A Metabiological Pentateuch,Bernard Shaw,10575
23469,A History of the Four Georges; Volume I,Justin McCarthy,10571
24203,Lippincott's Magazine of Popular Literature and Science; Vol. 12; No. 32; November; 1873,Various,10567
31952,Mémoires du prince de Talleyrand; Volume 4,prince de Bénévent Charles Maurice de Talleyrand-Périgord,10559
32617,The Galaxy; May; 1877,Various,10555
40544,La lucha por la vida: Aurora roja,Pío Baroja,10549
43684,Eothen; with an Introduction and Notes,Alexander William Kinglake,10547
42249,Memoirs of the Duchesse de Dino (Afterwards Duchesse de Talleyrand et de Sagan); 1831-1835,duchesse de Dorothée Dino,10545
31817,Monsieur de Camors — Complet,Octave Feuillet,10541
20745,An Outcast; Or; Virtue and Faith,F. Colburn Adams,10540
224,A pair of blue eyes,Thomas Hardy,10540
43389,Une Maladie Morale: Le mal du siècle,Paul Charpentier,10539
2517,Lincoln's yarns and stories,Alexander K. McClure,10539
30265,The Atlantic Monthly; Volume 15; No. 89; March; 1865,Various,10538
40044,Journal and Letters of Philip Vickers Fithian: A Plantation Tutor of the Old Dominion; 1773-1774.,Philip Vickers Fithian,10536
41839,The Boy's Playbook of Science,John Henry Pepper,10536
34148,Wilson's Tales of the Borders and of Scotland; Volume 10,Unknown Author,10533
32713,Women of the Romance Countries (Illustrated),John R. Effinger,10533
44793,Kertomuksia Intian ylängöiltä ja laaksoista,Rudyard Kipling,10528
34973,The Spy of the Rebellion,Allan Pinkerton,10525
33469,Roland Cashel; Volume II (of II),Charles James Lever,10524
20462,Ernest Linwood; or; The Inner Life of the Author,Caroline Lee Hentz,10523
42875,Wagner as I Knew Him,Ferdinand Praeger,10520
14555,William Lloyd Garrison; the Abolitionist,Archibald Henry Grimké,10519
34748,Problematic Characters: A Novel,Friedrich Spielhagen,10515
44222,Those Times and These,Irvin S. Cobb,10512
14605,The Devil's Garden,W. B. Maxwell,10512
12024,Bred in the Bone; Or; Like Father; Like Son: A Novel,James Payn,10511
22375,The Atlantic Monthly; Volume 17; No. 104; June; 1866,Various,10511
32297,La philosophie zoologique avant Darwin,Edmond Perrier,10502
42390,The Myths of the North American Indians,Lewis Spence,10499
14469,The English Novel,George Saintsbury,10497
33833,Glories of Spain,Charles W. Wood,10492
23664,Flamsted quarries,Mary E. Waller,10488
14636,Tragic Sense Of Life,Miguel de Unamuno,10485
34285,Partie carrée,Théophile Gautier,10485
30358,A History of Horncastle; from the earliest period to the present time,J. Conway Walter,10483
40315,The Contemporary Review; Volume 36; December 1879,Various,10481
22305,The Naval History of the United States. Volume 1,Willis J. Abbot,10478
40381,Vistas in Sicily,Arthur Stanley Riggs,10477
13169,The Prose Works of Jonathan Swift; D.D. — Volume 09,Jonathan Swift,10475
31801,The Story of Old Fort Loudon,Charles Egbert Craddock,10474
33225,The Memoirs of Count Carlo Gozzi; Volume the Second,Carlo Gozzi,10473
40263,Folly as It Flies; Hit at by Fanny Fern,Fanny Fern,10470
42976,Nozze d'oro: romanzo,Enrico Castelnuovo,10464
12276,Viajes por Filipinas: De Manila á Tayabas,Juan Alvarez Guerra,10464
10953,Histoire de la Révolution française; Tome 05,Adolphe Thiers,10463
22250,Lippincott's Magazine of Popular Literature and Science; Vol. 22; September; 1878,Various,10462
14126,The Marriage of William Ashe,Mrs. Humphry Ward,10462
454,The Breitmann Ballads,Charles Godfrey Leland,10458
34143,A Little World,George Manville Fenn,10458
33539,Voyage musical en Allemagne et en Italie; I,Hector Berlioz,10458
20185,Eventide,Effie Afton,10458
21965,Preventable Diseases,Woods Hutchinson,10457
13061,Lippincott's Magazine of Popular Literature and Science; Volume 15; No. 87; March; 1875,Various,10456
44049,Die Hessen und die andern deutschen Hilfstruppen im Kriege gross-britanniens gegen Amerika; 1776-1783,Edward J. Lowell,10455
40264,Regiment of Women,Clemence Dane,10453
34011,The Development of Rates of Postage: An Historical and Analytical Study,A. D. Smith,10451
21009,The Atlantic Monthly; Volume 17; No. 100; February; 1866,Various,10448
20418,Lords of the North,Agnes C. Laut,10446
10330,Fruitfulness,Émile Zola,10443
44881,Confessions of a Thug,Meadows Taylor,10443
12429,The Last Leaf,James Kendall Hosmer,10440
14697,Lewis Rand,Mary Johnston,10439
24096,En Route,J.-K. Huysmans,10438
23107,A Book of Discovery,M. B. Synge,10436
43955,Letters of Peregrine Pickle,George P. Upton,10429
13828,Lippincott's Magazine of Popular Literature and Science; Volume 12; No. 29; August; 1873,Various,10427
31241,Aliens,William McFee,10426
122,The Return of the Native,Thomas Hardy,10421
86,A Connecticut Yankee in King Arthur's Court,Mark Twain,10419
466,The Gaming Table: Its Votaries and Victims. Volume 1 (of 2),Andrew Steinmetz,10416
70,What Is Man? and Other Essays,Mark Twain,10416
10857,My Native Land,James Cox,10416
13198,Nouvelles lettres d'un voyageur,George Sand,10416
43200,Cornell Nature-Study Leaflets,New York State College of Agriculture,10415
23646,The Pharaoh and the Priest: An Historical Novel of Ancient Egypt,Bolesław Prus,10414
21328,The Parables of Our Lord,William Arnot,10413
2433,Donal Grant,George MacDonald,10406
14440,Alla kasvon kaikkivallan: Mystillinen trilogia,Eino Leino,10403
2120,History of Friedrich II of Prussia — Volume 20,Thomas Carlyle,10400
1497,The Republic,Plato,10396
2396,History of the Catholic Church from the Renaissance to the French Revolution — Volume 1,James MacCaffrey,10393
20305,Marion's Faith.,Charles King,10393
34703,The Tower of Oblivion,Oliver Onions,10392
13106,Memoirs of Margaret Fuller Ossoli; Volume II,Margaret Fuller,10392
14418,Thrift,Samuel Smiles,10392
44896,The Autobiography of Parley Parker Pratt,Parley P. Pratt,10389
31138,The So-called Human Race,Bert Leston Taylor,10387
34754,The Orpheus C. Kerr Papers; Series 2,R. H. Newell,10384
40242,The Modern Railroad,Edward Hungerford,10382
11013,Letters of a Traveller; Or; Notes of Things Seen in Europe and America,William Cullen Bryant,10379
40928,Johnny Ludlow; Second Series,Mrs. Henry Wood,10377
12000,A Walk from London to John O'Groat's,Elihu Burritt,10377
32151,The Intellectual Life,Philip Gilbert Hamerton,10377
44369,Pals: Young Australians in Sport and Adventure,Unknown Author,10376
11904,Ailsa Paige: A Novel,Robert W. Chambers,10374
33472,With the World's Great Travellers; Volume 2,Unknown Author,10370
40885,Villa Glori - Ricordi ed aneddoti dell'autunno 1867,Pio Vittorio Ferrari,10366
1856,Cousin Pons,Honoré de Balzac,10364
2386,Theodore Roosevelt: An Intimate Biography,William Roscoe Thayer,10362
31931,La politique du Paraguay,Charles Expilly,10362
41830,The Spell of Flanders,Edward Neville Vose,10361
44468,Charlie,Fernand Vandérem,10359
14669,Jaffery,William John Locke,10357
13242,Lippincott's Magazine of Popular Literature and Science; Volume 17; No. 100; April; 1876,Various,10356
1725,Heart of the West,O. Henry,10356
2038,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,Unknown Author,10352
33400,The Book of Susan: A Novel,Lee Wilson Dodd,10352
40677,Lives of Illustrious Shoemakers,W. E. Winks,10348
40884,The Personality of American Cities,Edward Hungerford,10344
20248,The Necessity of Atheism,David Marshall Brooks,10334
20343,The Spinners' Book of Fiction,Spinners' Club,10326
11771,Occasional Papers,R. W. Church,10324
10532,Beacon Lights of History; Volume 06: Renaissance and Reformation,John Lord,10323
14327,Lippincott's Magazine of Popular Literature and Science; Volume 11; No. 22; January; 1873,Various,10319
24269,The Odyssey of Homer,Homer,10316
22900,Erasmus and the Age of Reformation,Johan Huizinga,10312
21409,De Zonderlinge Lotgevallen van Gil Blas van Santillano; deel 1 van 2,Alain René Le Sage,10309
12875,Life in the Roman World of Nero and St. Paul,T. G. Tucker,10306
32747,Travels in Tartary; Thibet; and China during the years 1844-5-6. Volume 1,Evariste Régis Huc,10302
1595,Whirligigs,O. Henry,10301
22558,Abrégé de l'Histoire Générale des Voyages (Tome 1),Jean-François de La Harpe,10301
14840,Vaihdokas: Kuvaus vanhan kansan elämästä,Juho Heikki Reijonen,10301
12216,The Pirates Own Book,Charles Ellms,10299
20308,White Ashes,Sidney R. Kennedy,10295
43004,La pêcheuse d'âmes,Ritter von Leopold Sacher-Masoch,10294
32517,Black Forest Village Stories,Berthold Auerbach,10291
33809,Tratado metódico y práctico de Materia Médica y de Terapéutica; tomo primero,Alexis Espanet,10287
12273,Grevinde,Hermann Heiberg,10287
34144,Wilson's Tales of the Borders and of Scotland; Volume 04,Unknown Author,10285
11645,La rôtisserie de la Reine Pédauque,Anatole France,10282
22686,Een strijd om de schatten van Alva: of De watergeuzen in 1572,H. Bertrand,10279
143,The Mayor of Casterbridge,Thomas Hardy,10279
43678,Anne of Geierstein; Or; The Maiden of the Mist. Volume 1 (of 2),Walter Scott,10279
12449,A Reputed Changeling; Or; Three Seventh Years Two Centuries Ago,Charlotte M. Yonge,10278
12999,Le Côté de Guermantes - Deuxième partie,Marcel Proust,10276
40257,Man's Place in Nature; and Other Essays,Thomas Henry Huxley,10274
40295,Lord Montagu's Page: An Historical Romance,G. P. R. James,10274
12985,Eugene Field; a Study in Heredity and Contradictions — Volume 2,Slason Thompson,10274
1957,Beatrix,Honoré de Balzac,10270
10643,The World's Greatest Books — Volume 02 — Fiction,Unknown Author,10264
577,The Works of Samuel Johnson; in Sixteen Volumes. Volume 04,Samuel Johnson,10264
21068,Under the Meteor Flag: Log of a Midshipman during the French Revolutionary War,Harry Collingwood,10259
43844,Claret and Olives; from the Garonne to the Rhone,Angus B. Reach,10259
1828,Chronicles of the Canongate; 1st Series,Walter Scott,10255
1575,The Foundations of Personality,Abraham Myerson,10255
42205,Studies on the Legend of the Holy Grail,Alfred Trübner Nutt,10253
40550,Plain English,Marian Wharton,10253
2447,Eminent Victorians,Lytton Strachey,10252
2533,Round the Sofa,Elizabeth Cleghorn Gaskell,10247
21465,Hurricane Hurry,William Henry Giles Kingston,10243
31684,Belford's Magazine; Volume II; No. 8; January; 1889,Various,10242
34037,Under the Southern Cross,Maturin M. Ballou,10241
43359,Human Intercourse,Philip Gilbert Hamerton,10241
10,The King James Version of the Bible,Unknown Author,10239
23400,A Lenda da Meia-Noite,Manuel Pinheiro Chagas,10236
13195,Lippincott's Magazine of Popular Literature and Science; Volume 11; No. 27; June; 1873,Various,10235
10327,Alias the Lone Wolf,Louis Joseph Vance,10234
40763,Les Cent Nouvelles Nouvelles; tome I,Unknown Author,10232
22926,The Continental Monthly; Vol. 6; No 3;  September 1864,Various,10230
14345,The Fight for the Republic in China,B. L. Putnam Weale,10229
42124,American Forest Trees,Henry H. Gibson,10227
32603,Reminiscences; 1819-1899,Julia Ward Howe,10226
13839,Correspondance; 1812-1876 — Tome 5,George Sand,10226
31953,Merchantmen-at-arms : the British merchants' service in the war,David W. Bone,10219
11527,The World's Greatest Books — Volume 07 — Fiction,Unknown Author,10218
23296,The Fighting Shepherdess,Caroline Lockhart,10218
42387,Casta diva,Gerolamo Rovetta,10217
42727,La alegría del capitán Ribot,Armando Palacio Valdés,10217
34809,Uusia kertomuksia,Magdalene Thoresen,10212
41405,The Accumulation of Capital,Rosa Luxemburg,10211
33887,Fairy and Folk Tales of the Irish Peasantry,Unknown Author,10211
12285,The Atlantic Monthly; Volume 07; No. 44; June; 1861,Various,10207
41304,The Mother of Parliaments,Harry Graham,10206
23040,The Atlantic Monthly; Volume 18; No. 106; August; 1866,Various,10205
23000,Orley Farm,Anthony Trollope,10204
12326,The Story of My Life: Recollections and Reflections,Ellen Terry,10201
42271,La Madonna di Mamà: Romanzo del tempo della guerra,Alfredo Panzini,10200
10668,The War and Democracy,R. W. Seton-Watson,10200
44065,An Apology for the Life of Mr. Colley Cibber; Volume 2 (of 2),Colley Cibber,10195
24686,Chips from a German Workshop; Volume 1,F. Max Müller,10194
12047,Legends of the Madonna as Represented in the Fine Arts,Mrs. Jameson,10193
583,The Woman in White,Wilkie Collins,10188
13856,La reine Margot - Tome I,Alexandre Dumas,10186
42899,Rambles in Normandy,M. F. Mansfield,10183
40915,Johnny Ludlow; First Series,Mrs. Henry Wood,10183
33269,Travels in Tartary; Thibet; and China During the years 1844-5-6. Volume 2,Evariste Régis Huc,10182
2563,Memoirs of the Comtesse Du Barry,baron de Etienne-Léon Lamothe-Langon,10177
41916,Nestleton Magna: A Story of Yorkshire Methodism,J. Jackson Wray,10177
42845,The Sea (La Mer),Jules Michelet,10176
11573,The Crater; Or; Vulcan's Peak: A Tale of the Pacific,James Fenimore Cooper,10175
34485,The Circassian Chief: A Romance of Russia,William Henry Giles Kingston,10174
11590,Les Français en Amérique pendant la guerre de l'indépendance des États-Unis 1777-1783,Thomas Balch,10171
11256,Social life at Rome in the Age of Cicero,W. Warde Fowler,10168
33182,Entre o caffé e o cognac,Alberto Pimentel,10168
31505,Psychologie de l'éducation,Gustave Le Bon,10166
40871,Fifty-two Stories of the British Navy; from Damme to Trafalgar.,Alfred H. Miles,10166
754,The Story of Mankind,Hendrik Willem Van Loon,10161
41463,Industrial Cuba,Robert P. Porter,10159
21391,Great African Travellers: From Mungo Park to Livingstone and Stanley,William Henry Giles Kingston,10157
42885,In het rijk van Siameezen en Maleiers,Hans Morgenthaler,10154
43033,La lucha por la vida: Mala hierba,Pío Baroja,10151
11747,Les Demi-Vierges,Marcel Prévost,10150
11534,The Lions of the Lord: A Tale of the Old West,Harry Leon Wilson,10148
24390,Irmela,Heinrich Steinhausen,10146
41800,The Treaty of Waitangi; or; how New Zealand became a British Colony,Thomas Lindsay Buick,10146
43017,Mala Hierba,Pío Baroja,10146
603,Letters of George Borrow to the British and Foreign Bible Society,George Borrow,10145
